rank,word,total
33221,neighborly,115
33222,transmutation,123
33223,housemaid,130
33224,spanish-style,116
33225,ova,133
33226,day-by-day,110
33227,plumb,114
33228,self-perceived,136
33229,preeminently,111
33230,dejectedly,120
33231,hatter,195
33232,mile-high,126
33233,reassertion,116
33234,bedcover,121
33235,site-based,136
33236,adios,187
33237,beamed,118
33238,nonaggressive,128
33239,tootsie,350
33240,paper-and-pencil,137
33241,grabber,125
33242,stridently,114
33243,kickball,130
33244,red-rimmed,125
33245,gooseberry,142
33246,reality-based,114
33247,enlistee,124
33248,minotaur,146
33249,fucked-up,124
33250,person-to-person,116
33251,revivalist,117
33252,samoan,244
33253,arboreal,116
33254,camphor,125
33255,chafing,118
33256,licking,120
33257,oscillating,119
33258,omniscience,122
33259,charades,115
33260,miniaturize,119
33261,six-cylinder,119
33262,open-mindedness,122
33263,quick-witted,116
33264,lepton,214
33265,mayday,195
33266,partiality,117
33267,bandy,164
33268,black-on-black,122
33269,wavefront,155
33270,long-shot,120
33271,peal,119
33272,social-service,116
33273,gang-related,121
33274,bier,134
33275,eavesdropper,121
33276,goodness-of-fit,141
33277,deadwood,342
33278,daikon,133
33279,huck,416
33280,turboprop,144
33281,ulama,256
33282,wrongness,123
33283,multisensory,120
33284,leading-edge,115
33285,feature-length,119
33286,catty,117
33287,yaw,131
33288,screeching,187
33289,undrafted,137
33290,jewel-like,116
33291,angiogram,131
33292,quintessence,120
33293,uncompensated,123
33294,stuffer,143
33295,frolic,117
33296,inelastic,152
33297,ape,113
33298,irradiated,125
33299,constructor,120
33300,multitalented,110
33301,clamorous,121
33302,codependency,171
33303,alkyd,157
33304,probate,131
33305,tumbled,117
33306,flounce,128
33307,scraggly,119
33308,niceness,115
33309,fishhook,117
33310,adenocarcinoma,154
33311,same-day,120
33312,roadrunner,150
33313,breakaway,115
33314,wounding,114
33315,slurred,120
33316,greenhorn,131
33317,screwy,118
33318,marquess,161
33319,abstruse,112
33320,dildo,125
33321,satyr,132
33322,jiggle,121
33323,pan-arab,128
33324,limber,119
33325,calligraphic,115
33326,correlative,139
33327,odd-looking,116
33328,non-productive,116
33329,chivalrous,120
33330,dimensionality,133
33331,wee,122
33332,tingling,121
33333,bigfoot,270
33334,reprocess,124
33335,amortize,112
33336,sacking,120
33337,inveigh,114
33338,greening,148
33339,fourth-year,123
33340,socio-historical,126
33341,interpolation,133
33342,world-weary,121
33343,scrawled,119
33344,immobilization,156
33345,technology-based,131
33346,interweaving,116
33347,militantly,112
33348,databank,129
33349,washingtonian,116
33350,bangladeshi,124
33351,projectionist,134
33352,preternaturally,119
33353,white-painted,111
33354,clean-air,117
33355,horseshoe-shaped,113
33356,mixed-media,140
33357,redistricting,135
33358,luddite,135
33359,busing,145
33360,intracellular,120
33361,anima,184
33362,spitball,122
33363,knee-deep,112
33364,roughneck,137
33365,mailbag,150
33366,nunnery,125
33367,glycemic,138
33368,admin,238
33369,encroaching,117
33370,newt,1466
33371,forfeit,117
33372,desiccation,147
33373,anti-israel,152
33374,two-door,123
33375,acadian,161
33376,pinafore,118
33377,expletive,142
33378,integrally,120
33379,composted,125
33380,special-teams,127
33381,shoehorn,117
33382,minicomputer,126
33383,zydeco,186
33384,phraseology,112
33385,brigand,135
33386,manitou,420
33387,balkanization,113
33388,sideswipe,112
33389,vilification,117
33390,parathyroid,147
33391,upbraid,113
33392,administered,122
33393,mammary,117
33394,slash-and-burn,114
33395,demagogic,110
33396,cheerless,111
33397,hi-tech,118
33398,hairpiece,129
33399,half-closed,122
33400,entwined,112
33401,unforeseeable,118
33402,unripe,113
33403,dreamless,121
33404,copiously,107
33405,madwoman,116
33406,crankshaft,127
33407,well-earned,117
33408,patter,127
33409,five-part,115
33410,tracheal,152
33411,lower-middle-class,115
33412,dissolute,113
33413,dazzlingly,110
33414,vice-chairman,119
33415,priming,126
33416,looping,115
33417,displayed,114
33418,negativism,117
33419,silhouetted,117
33420,penlight,135
33421,post-season,115
33422,untethered,124
33423,incommensurable,155
33424,xenon,125
33425,gasoline-powered,118
33426,circumpolar,118
33427,on-off,124
33428,repaired,113
33429,barometric,120
33430,off-the-record,125
33431,multifarious,111
33432,heuristics,125
33433,gaussian,132
33434,cat-and-mouse,110
33435,badness,143
33436,metamorphoses,153
33437,inaccessibility,121
33438,palmtop,124
33439,colonialist,115
33440,gift,136
33441,geodesic,118
33442,pan-american,114
33443,race-conscious,118
33444,infiltrator,127
33445,dreamland,221
33446,anklet,136
33447,credulous,124
33448,salesgirl,119
33449,cyclotron,173
33450,grandmaster,175
33451,designed,135
33452,billfold,110
33453,proboscis,120
33454,spot,113
33455,gratuitously,110
33456,on,113
33457,backrest,115
33458,riffraff,114
33459,amalgamate,116
33460,matriarchal,111
33461,egg-shaped,119
33462,photographically,108
33463,trolling,121
33464,described,124
33465,cuteness,118
33466,silicosis,250
33467,capo,174
33468,overcompensate,112
33469,uncontroversial,114
33470,incomparably,105
33471,freehold,142
33472,rear-wheel,121
33473,pro-growth,123
33474,pre-k,132
33475,piezoelectric,139
33476,gentile,153
33477,maser,185
33478,cyan,169
33479,self,106
33480,un-christian,113
33481,whitefly,175
33482,carry,132
33483,jinks,145
33484,three-term,123
33485,shi'i,154
33486,smallholder,138
33487,prizefighter,115
33488,speedster,148
33489,yearning,114
33490,resoundingly,116
33491,churlish,112
33492,glass-enclosed,113
33493,groundbreaking,145
33494,immersive,151
33495,link-up,113
33496,minibar,120
33497,swapping,122
33498,dicey,112
33499,androgyny,124
33500,typescript,135
33501,groundfish,135
33502,lithograph,128
33503,non-ideological,122
33504,apostate,117
33505,low-mass,120
33506,cantor,1860
33507,vitiate,118
33508,feminine,131
33509,woodlot,131
33510,injected,118
33511,war-related,117
33512,xerox,110
33513,part-owner,118
33514,carpetbagger,129
33515,business-to-business,119
33516,herewith,109
33517,caisson,145
33518,pigskin,117
33519,inestimable,112
33520,wriggling,121
33521,non-arab,112
33522,bevel,114
33523,copyist,118
33524,misfire,112
33525,requisition,117
33526,high-fashion,113
33527,festering,112
33528,binomial,149
33529,twenty-fourth,116
33530,rasa,148
33531,aesthetician,127
33532,pre-christian,113
33533,mumps,140
33534,anatomist,130
33535,reconnection,147
33536,low-down,132
33537,uncontaminated,110
33538,sampled,126
33539,b-movie,111
33540,throbbing,119
33541,stillbirth,125
33542,burb,122
33543,imprecision,117
33544,fourteenth-century,117
33545,skew,160
33546,swift,1589
33547,half-inch,114
33548,divisible,114
33549,incongruent,125
33550,horn-rimmed,118
33551,sleepwalker,122
33552,fiver,113
33553,rent-free,112
33554,syncopation,110
33555,moxie,177
33556,logarithmic,121
33557,gaiter,128
33558,cupid,113
33559,overfishing,137
33560,nonentity,112
33561,unrefined,114
33562,malware,386
33563,agglomeration,109
33564,ignominy,110
33565,three-mile,118
33566,personal,120
33567,anthropocentric,138
33568,homerun,162
33569,narcolepsy,160
33570,beading,122
33571,tapering,114
33572,pecker,141
33573,beatitude,170
33574,affront,113
33575,andalusian,128
33576,astringent,112
33577,extractor,128
33578,audiometric,134
33579,pommel,120
33580,victimless,107
33581,scribbling,117
33582,canape,111
33583,unproblematic,121
33584,shivering,220
33585,cession,131
33586,syncopated,110
33587,undemanding,115
33588,nose-dive,112
33589,cool-down,123
33590,sentience,222
33591,stigmatized,131
33592,high-interest,114
33593,whistling,142
33594,varietal,121
33595,street-smart,107
33596,thresh,108
33597,pigmented,121
33598,unbaked,118
33599,implemented,118
33600,brownfield,188
33601,bushing,131
33602,barrel-chested,115
33603,bargain-basement,113
33604,suburbanization,113
33605,much,144
33606,subsoil,110
33607,lacuna,151
33608,one-upmanship,109
33609,obtrusive,106
33610,swimwear,134
33611,cancer-fighting,123
33612,bazooka,156
33613,cocksucker,135
33614,regional,153
33615,polis,187
33616,tenancy,113
33617,smart-ass,126
33618,untangled,115
33619,thickened,118
33620,pulpy,116
33621,washed-up,113
33622,blindfolded,117
33623,commonsensical,108
33624,birdseed,120
33625,blandishment,110
33626,paralegal,141
33627,pre-hispanic,122
33628,trade-in,143
33629,wonton,127
33630,ragout,125
33631,springer,925
33632,gamete,119
33633,placental,114
33634,sanctified,109
33635,equal-opportunity,107
33636,church-going,104
33637,opalescent,145
33638,spectrometry,136
33639,steadying,113
33640,forget-me-not,118
33641,lodger,140
33642,caregiving,171
33643,glibly,109
33644,alphabetic,153
33645,nite,125
33646,two-for-one,115
33647,raconteur,116
33648,concurring,116
33649,private-label,131
33650,side-impact,113
33651,dichotomize,128
33652,duff,747
33653,wheelchair-bound,111
33654,re-created,114
33655,megaton,117
33656,intersubjective,135
33657,finitude,133
33658,goggle,118
33659,salvageable,118
33660,teamster,665
33661,moss-covered,116
33662,non-catholic,122
33663,webmaster,137
33664,solvable,116
33665,hot,112
33666,public/private,115
33667,global-warming,131
33668,uppercut,123
33669,sporting-goods,111
33670,stifled,112
33671,terrifyingly,109
33672,flophouse,114
33673,flapping,114
33674,buttoned-down,106
33675,stumbling,108
33676,meddlesome,107
33677,vivo,130
33678,unimagined,108
33679,gab,132
33680,thigh-high,121
33681,turnkey,108
33682,undesirable,113
33683,well-versed,111
33684,intermix,111
33685,tatami,122
33686,metafiction,152
33687,phaser,186
33688,scouring,111
33689,egregiously,109
33690,externalizing,153
33691,graduate-level,117
33692,radium,134
33693,firmware,142
33694,reciprocally,119
33695,aggrandizement,107
33696,quick-cooking,126
33697,decade-old,113
33698,koranic,125
33699,screened-in,116
33700,magnetosphere,138
33701,contrarian,126
33702,amusingly,108
33703,clotted,110
33704,usurper,119
33705,atomize,115
33706,universalist,116
33707,felicitous,111
33708,foredeck,137
33709,nonfunctional,124
33710,canopied,117
33711,unguided,121
33712,legitimization,114
33713,ludicrously,110
33714,place-name,158
33715,deerskin,140
33716,hagiography,114
33717,law-and-order,114
33718,magnetometer,115
33719,unrated,143
33720,limerick,312
33721,encumbrance,109
33722,glycol,129
33723,amniocentesis,115
33724,quasi,109
33725,deviled,120
33726,sauropod,175
33727,screed,130
33728,pouty,113
33729,mellifluous,112
33730,shipwrecked,109
33731,outsourcing,179
33732,oil-free,134
33733,histopathologic,161
33734,counterclockwise,113
33735,convalescent,109
33736,piedmont,1150
33737,semiprecious,113
33738,dim-witted,110
33739,depopulate,110
33740,amaranth,157
33741,compromising,109
33742,bewilder,102
33743,charism,166
33744,planking,111
33745,cesarean,115
33746,bungling,106
33747,bell-shaped,109
33748,infamously,119
33749,mutineer,130
33750,honky,110
33751,convalescence,111
33752,inboard,125
33753,manta,174
33754,deal-making,127
33755,caffeinated,119
33756,dobsonian,130
33757,off-trail,137
33758,fanatically,119
33759,streetscape,120
33760,walkable,124
33761,scoliosis,122
33762,consumer-oriented,108
33763,small-market,123
33764,reshaping,118
33765,dried-out,110
33766,fly-by-night,109
33767,cellblock,162
33768,salable,114
33769,degeneracy,120
33770,hydroponics,138
33771,beached,107
33772,conveyer,108
33773,liberian,157
33774,grass-fed,196
33775,rebelliousness,108
33776,whisperer,149
33777,transgressor,115
33778,deliverer,121
33779,grim-faced,110
33780,big-boned,116
33781,smooch,105
33782,scriptwriter,109
33783,multi-year,112
33784,superstardom,115
33785,steerer,134
33786,halved,130
33787,piously,108
33788,actualization,123
33789,steers,177
33790,arrondissement,119
33791,foster-care,152
33792,verso,182
33793,periodicity,124
33794,plumed,113
33795,holistically,119
33796,prescience,119
33797,guaranty,121
33798,columnar,111
33799,tortoiseshell,120
33800,great-power,144
33801,early-20th-century,137
33802,maroon,134
33803,run-through,86
33804,tailbone,119
33805,twenty-something,100
33806,star-forming,116
33807,adventurism,121
33808,overdress,107
33809,miscellany,112
33810,tractable,113
33811,vaccinated,125
33812,filmic,125
33813,unconstitutionally,117
33814,rootedness,123
33815,unimpeachable,106
33816,sunbather,109
33817,monarchical,130
33818,sabre,454
33819,distorting,106
33820,anchorwoman,118
33821,circularity,120
33822,doozy,94
33823,five-acre,106
33824,aeroplane,149
33825,pastoralist,123
33826,baccalaureate,142
33827,yeasty,117
33828,hooch,149
33829,meander,123
33830,squall,113
33831,upwelling,110
33832,shack,111
33833,light-filled,129
33834,major-label,115
33835,lightless,113
33836,caw,112
33837,shindig,121
33838,quatrain,170
33839,unreconstructed,108
33840,take-charge,111
33841,p-value,143
33842,boogie,141
33843,dipole,135
33844,between-group,131
33845,glycerin,148
33846,chador,130
33847,helm,136
33848,julienne,155
33849,low-paid,102
33850,valance,132
33851,damming,92
33852,choreographed,108
33853,forepaw,158
33854,illuminator,130
33855,ethnologist,135
33856,lethality,115
33857,blooper,123
33858,phony,121
33859,sounder,136
33860,impulsiveness,111
33861,comedienne,140
33862,purposeless,111
33863,purpose,104
33864,pre-ordained,106
33865,gainfully,107
33866,attractant,122
33867,backhand,111
33868,mob,119
33869,irrelevancy,110
33870,steerage,126
33871,civilizational,118
33872,sorceress,125
33873,teetering,114
33874,incorruptible,112
33875,toymaker,134
33876,unequally,110
33877,phonetically,109
33878,fastening,111
33879,diagnosed,112
33880,cliffside,131
33881,slicing,119
33882,centerfold,88
33883,low-temperature,111
33884,reimpose,105
33885,blowhard,113
33886,tine,145
33887,senior-level,122
33888,plinth,134
33889,subregion,131
33890,japanese-style,126
33891,glowingly,105
33892,lustily,107
33893,couturier,143
33894,earache,112
33895,friendless,120
33896,male/female,108
33897,writhing,119
33898,arabesque,127
33899,wanna-be,102
33900,large-screen,107
33901,bona-fide,103
33902,seacoast,112
33903,compellingly,111
33904,quintuple,108
33905,navy-blue,117
33906,tallow,160
33907,century-long,108
33908,emotionalism,111
33909,amour,166
33910,entrenchment,113
33911,scanned,114
33912,miscegenation,112
33913,sublimely,111
33914,blemish,104
33915,grooming,122
33916,light-sensitive,108
33917,palatal,164
